n_iter,feedin_atnode_loss_kW,feedin_atnode_taken_kW,demand_atnode_kW,feedin_atnode_kW,TotalPower,n_EGID_pvinst,ratio_EGID_pvinst,scen
18,6228651.161522342,162689232.17065352,146021166.84827805,168917883.33217585,0.0,0,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
19,6228651.161522342,162689232.17065352,146021166.84827805,168917883.33217585,0.0,0,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
20,6228651.161522342,162689232.17065352,146021166.84827805,168917883.33217585,0.0,0,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
21,6228651.161522342,162689232.17065352,146021166.84827805,168917883.33217585,0.0,0,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
22,6228651.161522342,162689232.17065352,146021166.84827805,168917883.33217585,0.0,0,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
23,6228651.161522342,162689232.17065352,146021166.84827805,168917883.33217585,0.0,0,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
24,6228651.161522342,162689232.17065352,146021166.84827805,168917883.33217585,0.0,0,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
25,6228651.161522342,162689232.17065352,146021166.84827805,168917883.33217585,0.0,0,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
26,6228651.161522342,162689232.17065352,146021166.84827805,168917883.33217585,0.0,0,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
27,6228651.161522342,162689232.17065352,146021166.84827805,168917883.33217585,0.0,0,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
28,6228651.161522342,162689232.17065352,146021166.84827805,168917883.33217585,0.0,0,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
29,6228651.161522342,162689232.17065352,146021166.84827805,168917883.33217585,0.0,0,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
30,6228651.161522342,162689232.17065352,146021166.84827805,168917883.33217585,0.0,0,0.9313146606106485,pvalloc_LRG3_max_sBs0p4
1,0.0,15675676.135650046,196048422.1895405,15675676.135650046,5727.681718931564,347,0.017511985869290942,pvalloc_LRG3_max_sBs0p6
2,0.0,19441922.81594947,193297507.83467507,19441922.81594947,7294.690861154087,509,0.04319959626545546,pvalloc_LRG3_max_sBs0p6
3,0.0,25037762.092514157,190554779.29701096,25037762.092514157,9303.165590972041,700,0.07852636891244007,pvalloc_LRG3_max_sBs0p6
4,0.0,32227724.00660637,187314404.442517,32227724.00660637,11800.595625675018,966,0.12727731516527882,pvalloc_LRG3_max_sBs0p6
5,0.0,41682749.29905016,183348859.34218782,41682749.29905016,14940.777666316615,1260,0.19086550592985113,pvalloc_LRG3_max_sBs0p6
6,0.0,53718267.94544903,178334604.01815057,53718267.94544903,18857.601922382586,1764,0.27988897300025234,pvalloc_LRG3_max_sBs0p6
7,0.0,68923532.08406176,172316510.9176702,68923532.08406176,23685.615086292586,2312,0.3965682563714358,pvalloc_LRG3_max_sBs0p6
8,2300.2902834340784,88467466.1385903,165221354.21947074,88469766.42887373,29594.567444125332,3211,0.5586172091849609,pvalloc_LRG3_max_sBs0p6
9,134900.35745590535,113998815.0506973,158057680.45460927,114133715.4081532,36724.242115973764,4222,0.7716881150643452,pvalloc_LRG3_max_sBs0p6
10,1601045.709826855,145516235.61635023,150476248.00700662,147117281.3261771,8176.946034457736,993,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
11,2342852.45825752,152238735.52170545,148910446.73403308,154581587.97996297,0.0,0,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
12,2342852.45825752,152238735.52170545,148910446.73403308,154581587.97996297,0.0,0,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
13,2342852.45825752,152238735.52170545,148910446.73403308,154581587.97996297,0.0,0,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
14,2342852.45825752,152238735.52170545,148910446.73403308,154581587.97996297,0.0,0,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
15,2342852.45825752,152238735.52170545,148910446.73403308,154581587.97996297,0.0,0,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
16,2342852.45825752,152238735.52170545,148910446.73403308,154581587.97996297,0.0,0,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
17,2342852.45825752,152238735.52170545,148910446.73403308,154581587.97996297,0.0,0,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
18,2342852.45825752,152238735.52170545,148910446.73403308,154581587.97996297,0.0,0,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
19,2342852.45825752,152238735.52170545,148910446.73403308,154581587.97996297,0.0,0,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
20,2342852.45825752,152238735.52170545,148910446.73403308,154581587.97996297,0.0,0,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
21,2342852.45825752,152238735.52170545,148910446.73403308,154581587.97996297,0.0,0,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
22,2342852.45825752,152238735.52170545,148910446.73403308,154581587.97996297,0.0,0,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
23,2342852.45825752,152238735.52170545,148910446.73403308,154581587.97996297,0.0,0,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
24,2342852.45825752,152238735.52170545,148910446.73403308,154581587.97996297,0.0,0,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
25,2342852.45825752,152238735.52170545,148910446.73403308,154581587.97996297,0.0,0,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
26,2342852.45825752,152238735.52170545,148910446.73403308,154581587.97996297,0.0,0,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
27,2342852.45825752,152238735.52170545,148910446.73403308,154581587.97996297,0.0,0,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
28,2342852.45825752,152238735.52170545,148910446.73403308,154581587.97996297,0.0,0,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
29,2342852.45825752,152238735.52170545,148910446.73403308,154581587.97996297,0.0,0,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
30,2342852.45825752,152238735.52170545,148910446.73403308,154581587.97996297,0.0,0,0.8218016654049962,pvalloc_LRG3_max_sBs0p6
1,0.0,15678046.282700704,196046866.6249545,15678046.282700704,5718.37560262967,356,0.01796618723189503,pvalloc_LRG3_max_sBs0p8
2,0.0,19419371.013495844,193273609.322407,19419371.013495844,7293.5105495082025,504,0.04340146353772395,pvalloc_LRG3_max_sBs0p8
3,0.0,25113342.44573024,190565455.91747546,25113342.44573024,9289.947707468838,682,0.07781983345950037,pvalloc_LRG3_max_sBs0p8
4,0.0,32392852.22872825,187239855.1058876,32392852.22872825,11801.456876538872,955,0.1260156447136008,pvalloc_LRG3_max_sBs0p8
5,0.0,41696630.99326162,183262046.0518493,41696630.99326162,14951.054783083915,1261,0.18965430229624022,pvalloc_LRG3_max_sBs0p8
6,0.0,53860623.54648272,178369841.64866686,53860623.54648272,18858.955173250753,1793,0.28014130709058793,pvalloc_LRG3_max_sBs0p8
7,0.0,69150804.2733989,172342521.7115753,69150804.2733989,23684.871405590162,2322,0.3973252586424426,pvalloc_LRG3_max_sBs0p8
8,627.3911553457622,88644676.92600375,165411551.03853896,88645304.3171591,29599.52578993991,3202,0.5589200100933636,pvalloc_LRG3_max_sBs0p8
9,126249.83908022768,114086027.44991648,158113242.1546245,114212277.28899671,36725.3687492174,4220,0.7718899823366137,pvalloc_LRG3_max_sBs0p8
10,1564928.3625315693,145619661.87614727,150470004.46829364,147184590.23867884,7777.142247603404,932,0.8189250567751704,pvalloc_LRG3_max_sBs0p8
11,2269776.643757255,151956739.9417052,148986855.10728464,154226516.58546245,0.0,0,0.8189250567751704,pvalloc_LRG3_max_sBs0p8
12,2269776.643757255,151956739.9417052,148986855.10728464,154226516.58546245,9.73982355896539,1,0.8189755235932374,pvalloc_LRG3_max_sBs0p8
13,2269998.082915937,151966412.1332023,148985613.1465652,154236410.21611828,0.0,0,0.8189755235932374,pvalloc_LRG3_max_sBs0p8
14,2269998.082915937,151966412.1332023,148985613.1465652,154236410.21611828,0.0,0,0.8189755235932374,pvalloc_LRG3_max_sBs0p8
15,2269998.082915937,151966412.1332023,148985613.1465652,154236410.21611828,24.27605317591761,2,0.8190764572293717,pvalloc_LRG3_max_sBs0p8
16,2272761.683567873,151986570.39775467,148983007.94514516,154259332.08132255,0.0,0,0.8190764572293717,pvalloc_LRG3_max_sBs0p8
17,2272761.683567873,151986570.39775467,148983007.94514516,154259332.08132255,0.0,0,0.8190764572293717,pvalloc_LRG3_max_sBs0p8
18,2272761.683567873,151986570.39775467,148983007.94514516,154259332.08132255,0.0,0,0.8190764572293717,pvalloc_LRG3_max_sBs0p8
19,2272761.683567873,151986570.39775467,148983007.94514516,154259332.08132255,0.0,0,0.8190764572293717,pvalloc_LRG3_max_sBs0p8
20,2272761.683567873,151986570.39775467,148983007.94514516,154259332.08132255,0.0,0,0.8190764572293717,pvalloc_LRG3_max_sBs0p8
21,2272761.683567873,151986570.39775467,148983007.94514516,154259332.08132255,0.0,0,0.8190764572293717,pvalloc_LRG3_max_sBs0p8
22,2272761.683567873,151986570.39775467,148983007.94514516,154259332.08132255,0.0,0,0.8190764572293717,pvalloc_LRG3_max_sBs0p8
23,2272761.683567873,151986570.39775467,148983007.94514516,154259332.08132255,0.0,0,0.8190764572293717,pvalloc_LRG3_max_sBs0p8
24,2272761.683567873,151986570.39775467,148983007.94514516,154259332.08132255,0.0,0,0.8190764572293717,pvalloc_LRG3_max_sBs0p8
25,2272761.683567873,151986570.39775467,148983007.94514516,154259332.08132255,0.0,0,0.8190764572293717,pvalloc_LRG3_max_sBs0p8
26,2272761.683567873,151986570.39775467,148983007.94514516,154259332.08132255,0.0,0,0.8190764572293717,pvalloc_LRG3_max_sBs0p8
27,2272761.683567873,151986570.39775467,148983007.94514516,154259332.08132255,0.0,0,0.8190764572293717,pvalloc_LRG3_max_sBs0p8
28,2272761.683567873,151986570.39775467,148983007.94514516,154259332.08132255,0.0,0,0.8190764572293717,pvalloc_LRG3_max_sBs0p8
29,2272761.683567873,151986570.39775467,148983007.94514516,154259332.08132255,0.0,0,0.8190764572293717,pvalloc_LRG3_max_sBs0p8
30,2272761.683567873,151986570.39775467,148983007.94514516,154259332.08132255,0.0,0,0.8190764572293717,pvalloc_LRG3_max_sBs0p8
1,0.0,15683393.10845874,196046866.6249545,15683393.10845874,5735.08939024265,363,0.018319454958364876,pvalloc_LRG3_max_sCs4p4
2,0.0,19428646.702270072,193249730.03579813,19428646.702270072,7297.638264291372,519,0.044511733535200604,pvalloc_LRG3_max_sCs4p4
3,0.0,25117974.5802358,190521887.26363108,25117974.5802358,9286.329489678361,687,0.07918243754731265,pvalloc_LRG3_max_sCs4p4
4,0.0,32532088.26905999,187338116.11148036,32532088.26905999,11798.386879108279,958,0.12752964925561444,pvalloc_LRG3_max_sCs4p4
5,0.0,41761469.89729628,183231899.15143102,41761469.89729628,14943.808319036752,1286,0.19242997728993186,pvalloc_LRG3_max_sCs4p4
6,0.0,53618963.76024583,178363881.5413496,53618963.76024583,18851.88519063255,1802,0.28337118344688367,pvalloc_LRG3_max_sCs4p4
7,0.0,68769043.77998494,172572295.78177816,68769043.77998494,23685.632972269395,2357,0.40232147363108756,pvalloc_LRG3_max_sCs4p4
8,2064.475393289567,87970950.24498904,165497032.28979674,87973014.72038233,29604.024367994618,3149,0.5612414837244512,pvalloc_LRG3_max_sCs4p4
9,292021.7821844199,112993476.15081772,158170979.97590297,113285497.93300213,36728.2041397063,4269,0.7766843300529902,pvalloc_LRG3_max_sCs4p4
10,2834009.174569185,143296364.34971824,150763214.1838537,146130373.5242874,26615.5457973293,3228,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
11,6380783.662575623,163261326.11489078,145838975.0335265,169642109.7774664,0.0,0,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
12,6380783.662575623,163261326.11489078,145838975.0335265,169642109.7774664,0.0,0,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
13,6380783.662575623,163261326.11489078,145838975.0335265,169642109.7774664,0.0,0,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
14,6380783.662575623,163261326.11489078,145838975.0335265,169642109.7774664,0.0,0,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
15,6380783.662575623,163261326.11489078,145838975.0335265,169642109.7774664,0.0,0,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
16,6380783.662575623,163261326.11489078,145838975.0335265,169642109.7774664,0.0,0,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
17,6380783.662575623,163261326.11489078,145838975.0335265,169642109.7774664,0.0,0,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
18,6380783.662575623,163261326.11489078,145838975.0335265,169642109.7774664,0.0,0,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
19,6380783.662575623,163261326.11489078,145838975.0335265,169642109.7774664,0.0,0,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
20,6380783.662575623,163261326.11489078,145838975.0335265,169642109.7774664,0.0,0,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
21,6380783.662575623,163261326.11489078,145838975.0335265,169642109.7774664,0.0,0,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
22,6380783.662575623,163261326.11489078,145838975.0335265,169642109.7774664,0.0,0,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
23,6380783.662575623,163261326.11489078,145838975.0335265,169642109.7774664,0.0,0,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
24,6380783.662575623,163261326.11489078,145838975.0335265,169642109.7774664,0.0,0,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
25,6380783.662575623,163261326.11489078,145838975.0335265,169642109.7774664,0.0,0,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
26,6380783.662575623,163261326.11489078,145838975.0335265,169642109.7774664,0.0,0,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
27,6380783.662575623,163261326.11489078,145838975.0335265,169642109.7774664,0.0,0,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
28,6380783.662575623,163261326.11489078,145838975.0335265,169642109.7774664,0.0,0,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
29,6380783.662575623,163261326.11489078,145838975.0335265,169642109.7774664,0.0,0,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
30,6380783.662575623,163261326.11489078,145838975.0335265,169642109.7774664,0.0,0,0.9395912187736564,pvalloc_LRG3_max_sCs4p4
1,0.0,15683393.10845874,196046866.6249545,15683393.10845874,5722.698480825937,359,0.018117587686096392,pvalloc_LRG3_max_sCs4p6
2,0.0,19458863.073897216,193360799.2006031,19458863.073897216,7299.011665352258,514,0.04405753217259652,pvalloc_LRG3_max_sCs4p6
3,0.0,24935707.143029537,190595668.25883582,24935707.143029537,9288.97674563924,683,0.07852636891244007,pvalloc_LRG3_max_sCs4p6
4,0.0,32259194.682229076,187322820.0463227,32259194.682229076,11799.732275470458,977,0.12783245016401715,pvalloc_LRG3_max_sCs4p6
5,0.0,41633485.02173249,183311387.87899435,41633485.02173249,14942.671229516363,1281,0.192480444107999,pvalloc_LRG3_max_sCs4p6
6,0.0,53515948.36041706,178329770.67024451,53515948.36041706,18853.76337905034,1775,0.2820590461771385,pvalloc_LRG3_max_sCs4p6
7,0.0,68851978.23195349,172426100.29757175,68851978.23195349,23690.616171556223,2323,0.39929346454706033,pvalloc_LRG3_max_sCs4p6
8,1246.2018765573532,88216931.28690347,165434449.22591692,88218177.48878002,29595.008915754785,3184,0.5599798132727731,pvalloc_LRG3_max_sCs4p6
9,183464.512151754,113554007.88956895,158135801.5853982,113737472.4017207,36727.48544731015,4237,0.7738077214231642,pvalloc_LRG3_max_sCs4p6
10,2214334.6615950083,144603936.38041744,150663909.00423428,146818271.04201242,19595.476224032816,2368,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
11,4873326.657296263,159725284.4629613,146999071.6633359,164598611.12025756,0.0,0,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
12,4873326.657296263,159725284.4629613,146999071.6633359,164598611.12025756,0.0,0,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
13,4873326.657296263,159725284.4629613,146999071.6633359,164598611.12025756,0.0,0,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
14,4873326.657296263,159725284.4629613,146999071.6633359,164598611.12025756,0.0,0,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
15,4873326.657296263,159725284.4629613,146999071.6633359,164598611.12025756,0.0,0,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
16,4873326.657296263,159725284.4629613,146999071.6633359,164598611.12025756,0.0,0,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
17,4873326.657296263,159725284.4629613,146999071.6633359,164598611.12025756,0.0,0,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
18,4873326.657296263,159725284.4629613,146999071.6633359,164598611.12025756,0.0,0,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
19,4873326.657296263,159725284.4629613,146999071.6633359,164598611.12025756,0.0,0,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
20,4873326.657296263,159725284.4629613,146999071.6633359,164598611.12025756,0.0,0,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
21,4873326.657296263,159725284.4629613,146999071.6633359,164598611.12025756,0.0,0,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
22,4873326.657296263,159725284.4629613,146999071.6633359,164598611.12025756,0.0,0,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
23,4873326.657296263,159725284.4629613,146999071.6633359,164598611.12025756,0.0,0,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
24,4873326.657296263,159725284.4629613,146999071.6633359,164598611.12025756,0.0,0,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
25,4873326.657296263,159725284.4629613,146999071.6633359,164598611.12025756,0.0,0,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
26,4873326.657296263,159725284.4629613,146999071.6633359,164598611.12025756,0.0,0,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
27,4873326.657296263,159725284.4629613,146999071.6633359,164598611.12025756,0.0,0,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
28,4873326.657296263,159725284.4629613,146999071.6633359,164598611.12025756,0.0,0,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
29,4873326.657296263,159725284.4629613,146999071.6633359,164598611.12025756,0.0,0,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
30,4873326.657296263,159725284.4629613,146999071.6633359,164598611.12025756,0.0,0,0.8933131466061065,pvalloc_LRG3_max_sCs4p6
1,0.0,15683393.10845874,196046866.6249545,15683393.10845874,5722.248807956531,361,0.018218521322230632,pvalloc_LRG3_max_sCs4p8
2,0.0,19494894.171466246,193295709.96948677,19494894.171466246,7297.230120811487,502,0.04355286399192531,pvalloc_LRG3_max_sCs4p8
3,0.0,25114278.003661595,190640352.75343803,25114278.003661595,9300.442784048766,694,0.0785768357305072,pvalloc_LRG3_max_sCs4p8
4,0.0,32393867.966974035,187402261.19431892,32393867.966974035,11805.604965202083,949,0.1264698460762049,pvalloc_LRG3_max_sCs4p8
5,0.0,41792364.950094506,183362808.956221,41792364.950094506,14940.944690243954,1284,0.1912692404743881,pvalloc_LRG3_max_sCs4p8
6,0.0,53661800.60217074,178475312.41905683,53661800.60217074,18860.446201715888,1782,0.2812011102699975,pvalloc_LRG3_max_sCs4p8
7,0.0,68870008.70392288,172472635.12898853,68870008.70392288,23689.984372377276,2347,0.39964673227353015,pvalloc_LRG3_max_sCs4p8
8,4464.416539437263,88472241.20107885,165610737.7278625,88476705.6176183,29590.724859505804,3159,0.5590714105475649,pvalloc_LRG3_max_sCs4p8
9,169234.8301183756,113971219.70855336,158303906.0716757,114140454.53867172,36727.77912303852,4203,0.771183446883674,pvalloc_LRG3_max_sCs4p8
10,1709506.1544524701,145400899.35771826,150590995.9755039,147110405.51217073,11034.689008611309,1331,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
11,2879269.3722498077,154288677.25527853,148467854.82515594,157167946.6275283,0.0,0,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
12,2879269.3722498077,154288677.25527853,148467854.82515594,157167946.6275283,0.0,0,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
13,2879269.3722498077,154288677.25527853,148467854.82515594,157167946.6275283,0.0,0,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
14,2879269.3722498077,154288677.25527853,148467854.82515594,157167946.6275283,0.0,0,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
15,2879269.3722498077,154288677.25527853,148467854.82515594,157167946.6275283,0.0,0,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
16,2879269.3722498077,154288677.25527853,148467854.82515594,157167946.6275283,0.0,0,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
17,2879269.3722498077,154288677.25527853,148467854.82515594,157167946.6275283,0.0,0,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
18,2879269.3722498077,154288677.25527853,148467854.82515594,157167946.6275283,0.0,0,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
19,2879269.3722498077,154288677.25527853,148467854.82515594,157167946.6275283,0.0,0,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
20,2879269.3722498077,154288677.25527853,148467854.82515594,157167946.6275283,0.0,0,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
21,2879269.3722498077,154288677.25527853,148467854.82515594,157167946.6275283,0.0,0,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
22,2879269.3722498077,154288677.25527853,148467854.82515594,157167946.6275283,0.0,0,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
23,2879269.3722498077,154288677.25527853,148467854.82515594,157167946.6275283,0.0,0,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
24,2879269.3722498077,154288677.25527853,148467854.82515594,157167946.6275283,0.0,0,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
25,2879269.3722498077,154288677.25527853,148467854.82515594,157167946.6275283,0.0,0,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
26,2879269.3722498077,154288677.25527853,148467854.82515594,157167946.6275283,0.0,0,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
27,2879269.3722498077,154288677.25527853,148467854.82515594,157167946.6275283,0.0,0,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
28,2879269.3722498077,154288677.25527853,148467854.82515594,157167946.6275283,0.0,0,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
29,2879269.3722498077,154288677.25527853,148467854.82515594,157167946.6275283,0.0,0,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
30,2879269.3722498077,154288677.25527853,148467854.82515594,157167946.6275283,0.0,0,0.8383547817310119,pvalloc_LRG3_max_sCs4p8
1,0.0,15683393.108458739,196046866.6249545,15683393.108458739,5722.16089403961,365,0.018420388594499116,pvalloc_LRG3_max_sCs6p4
2,0.0,19417783.205887217,193234890.35668582,19417783.205887217,7308.256450630407,524,0.04486500126167045,pvalloc_LRG3_max_sCs6p4
3,0.0,25040023.207453072,190581964.20003432,25040023.207453072,9288.536997997646,688,0.07958617209184961,pvalloc_LRG3_max_sCs6p4
4,0.0,32280949.062143907,187328416.34668466,32280949.062143907,11795.823365501446,962,0.12813525107241988,pvalloc_LRG3_max_sCs6p4
5,0.0,41667079.40945164,183340620.26575685,41667079.40945164,14947.592505659752,1301,0.19379258137774413,pvalloc_LRG3_max_sCs6p4
6,0.0,53640848.08359187,178421301.33940732,53640848.08359187,18860.80884328401,1802,0.2847337875346959,pvalloc_LRG3_max_sCs6p4
7,0.0,68818785.52723314,172583164.30257383,68818785.52723314,23696.860762240864,2365,0.40408781226343676,pvalloc_LRG3_max_sCs6p4
8,11788.867998674821,88373332.04089904,165752077.2461164,88385120.90889773,29592.50409337435,3124,0.5617461519051223,pvalloc_LRG3_max_sCs6p4
9,309565.0774627795,113183576.94809434,158225598.87396318,113493142.02555712,36731.5354612059,4254,0.7764319959626546,pvalloc_LRG3_max_sCs6p4
10,2718387.751391377,143715097.5488476,150776009.9494221,146433485.300239,25541.199633101543,3092,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
11,6208297.132926503,162796397.3304976,145996019.95709854,169004694.46342412,0.0,0,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
12,6208297.132926503,162796397.3304976,145996019.95709854,169004694.46342412,0.0,0,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
13,6208297.132926503,162796397.3304976,145996019.95709854,169004694.46342412,0.0,0,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
14,6208297.132926503,162796397.3304976,145996019.95709854,169004694.46342412,0.0,0,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
15,6208297.132926503,162796397.3304976,145996019.95709854,169004694.46342412,0.0,0,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
16,6208297.132926503,162796397.3304976,145996019.95709854,169004694.46342412,0.0,0,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
17,6208297.132926503,162796397.3304976,145996019.95709854,169004694.46342412,0.0,0,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
18,6208297.132926503,162796397.3304976,145996019.95709854,169004694.46342412,0.0,0,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
19,6208297.132926503,162796397.3304976,145996019.95709854,169004694.46342412,0.0,0,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
20,6208297.132926503,162796397.3304976,145996019.95709854,169004694.46342412,0.0,0,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
21,6208297.132926503,162796397.3304976,145996019.95709854,169004694.46342412,0.0,0,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
22,6208297.132926503,162796397.3304976,145996019.95709854,169004694.46342412,0.0,0,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
23,6208297.132926503,162796397.3304976,145996019.95709854,169004694.46342412,0.0,0,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
24,6208297.132926503,162796397.3304976,145996019.95709854,169004694.46342412,0.0,0,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
25,6208297.132926503,162796397.3304976,145996019.95709854,169004694.46342412,0.0,0,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
26,6208297.132926503,162796397.3304976,145996019.95709854,169004694.46342412,0.0,0,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
27,6208297.132926503,162796397.3304976,145996019.95709854,169004694.46342412,0.0,0,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
28,6208297.132926503,162796397.3304976,145996019.95709854,169004694.46342412,0.0,0,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
29,6208297.132926503,162796397.3304976,145996019.95709854,169004694.46342412,0.0,0,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
30,6208297.132926503,162796397.3304976,145996019.95709854,169004694.46342412,0.0,0,0.9324753974261922,pvalloc_LRG3_max_sCs6p4
1,0.0,15683393.10845874,196046866.6249545,15683393.10845874,5723.554412662547,362,0.018268988140297756,pvalloc_LRG3_max_sCs6p6
2,0.0,19441934.8338843,193259448.75142846,19441934.8338843,7308.834126710395,515,0.044259399444865004,pvalloc_LRG3_max_sCs6p6
3,0.0,25196407.275597278,190670650.44457144,25196407.275597278,9296.586689914384,676,0.07837496845823871,pvalloc_LRG3_max_sCs6p6
4,0.0,32454763.91915818,187391160.02603024,32454763.91915818,11803.757208278146,960,0.12682311380267475,pvalloc_LRG3_max_sCs6p6
5,0.0,41776661.45419042,183364322.59867013,41776661.45419042,14947.522785618346,1296,0.19222811001766338,pvalloc_LRG3_max_sCs6p6
6,0.0,53715574.16814553,178403094.95340517,53715574.16814553,18859.413994287705,1784,0.282260913449407,pvalloc_LRG3_max_sCs6p6
