¨n_iter,feedin_atnode_loss_kW,demand_atnode_kW,feedin_atnode_kW,TotalPower,n_EGID_pvinst,ratio_EGID_pvinst,scen
4,0.0,443332714.5953767,21492656.27468692,18331.506159141307,1729.0,0.30800908832717977,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
5,6171.364355923313,430297833.43273157,29598469.091114793,21140.121819983407,2259.0,0.4684038625390514,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
6,17481.44368056,416356736.39963365,39612433.80998347,23961.484747178532,2885.0,0.6732462368645271,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
7,274916.37403434765,401384934.36091435,51487583.56951608,21963.415553217972,2970.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
8,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
9,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
10,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
11,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
12,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
13,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
14,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
15,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
16,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
17,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
18,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
19,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
20,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
21,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
22,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
23,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
24,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
25,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
26,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
27,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
28,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
29,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
30,941865.44074159,389025327.77341056,62619596.96883892,0.0,0.0,0.8841238284578244,pvalloc_29nbfs_30y5_max_1hll_sCs2p8
1,0.0,474747705.5956459,7243521.573824208,11529.354796644993,542.0,0.038483385401874466,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
2,0.0,465556661.61732715,11004771.795402424,12807.315475738698,825.0,0.0970604941777904,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
3,0.0,455167265.5709573,15391226.433642935,15564.275087802946,1215.0,0.18332859982959387,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
4,101.5868683012128,443304417.44774115,21396046.889368534,18331.443139682087,1687.0,0.30310991195683046,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
5,101.5868683012128,430361599.5600056,29496749.416396193,21134.904511969744,2230.0,0.4614456120420335,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
6,32852.32630462293,416330674.83766127,39551025.24918454,23968.153884776,2948.0,0.6707611474013064,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
7,290309.78207105986,401577822.36079615,51673240.57574599,20185.975951204648,2760.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
8,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
9,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
10,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
11,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
12,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
13,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
14,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
15,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
16,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
17,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
18,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
19,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
20,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
21,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
22,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
23,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
24,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
25,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
26,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
27,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
28,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
29,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
30,592449.9681226935,390147980.0997903,61689501.722765535,0.0,0.0,0.8667282022152798,pvalloc_29nbfs_30y5_max_1hll_sCs4p4
1,0.0,474776139.69541204,7224458.574419795,11525.128962061157,545.0,0.03869639307015053,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
2,0.0,465568273.6019766,10985426.229552865,12809.923179892154,825.0,0.09727350184606647,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
3,0.0,455291794.1371148,15385069.090826172,15559.855071062939,1219.0,0.183825617722238,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
4,0.0,443396294.6198383,21420150.84880592,18334.79788842235,1696.0,0.3042459528543028,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
5,8393.884298829258,430473599.7568772,29561032.510480095,21131.56140479282,2251.0,0.4640727066174382,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
6,24874.107024040124,416505010.8568754,39577983.60022076,23963.29993904009,2921.0,0.6714711729622267,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
7,268767.8773031648,401668052.93507576,51637145.1816115,19700.8891095697,2685.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
8,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
9,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
10,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
11,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
12,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
13,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
14,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
15,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
16,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
17,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
18,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
19,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
20,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
21,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
22,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
23,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
24,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
25,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
26,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
27,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
28,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
29,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
30,571151.4263529,390468549.6567361,61437363.91260292,0.0,0.0,0.8621130360692985,pvalloc_29nbfs_30y5_max_1hll_sCs4p6
1,0.0,474778778.5544527,7220962.965598476,11521.422933903754,551.0,0.03912240840670264,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
2,0.0,465652385.3585134,10974155.040786574,12806.520434864513,821.0,0.09741550695825049,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
3,0.0,455342022.24791116,15385769.462773426,15561.751679479901,1230.0,0.18474865095143425,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
4,0.0,443474155.4122211,21480834.5685208,18335.03218685427,1710.0,0.3061630218687873,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
5,6092.120525500717,430610849.976331,29628903.83550775,21134.785246724656,2267.0,0.46712581652939505,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
6,14579.554983211809,416609283.4407174,39635987.612403765,23966.67091687578,2878.0,0.6714711729622267,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
7,297099.54062471987,401636124.6775452,51518372.316208154,23079.6335373526,3129.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
8,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
9,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
10,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
11,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
12,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
13,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
14,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
15,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
16,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
17,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
18,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
19,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
20,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
21,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
22,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
23,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
24,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
25,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
26,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
27,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
28,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
29,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
30,1009707.2099316447,388445403.9149621,63128561.788203135,0.0,0.0,0.8936381709741551,pvalloc_29nbfs_30y5_max_1hll_sCs4p8
1,0.0,474738729.0417273,7252273.218931311,11527.429758157205,543.0,0.038554387957966486,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
2,0.0,465592582.6757867,11016075.063134573,12817.378342962429,823.0,0.09698949162169838,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
3,0.0,455194032.48367184,15404272.937809924,15558.91842324854,1211.0,0.18297358704913377,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
4,44.327197531873026,443409295.42269045,21459376.528277036,18329.162111639325,1675.0,0.30190286850326614,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
5,44.327197531873026,430658894.699397,29625991.13282911,21132.07531349105,2252.0,0.4618006248224936,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
6,22667.230794338102,416733829.30757207,39702893.365164936,23967.465106183154,2916.0,0.6688440783868219,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
7,360299.8674966224,401917277.9504667,51752904.30957263,21145.494402501747,2903.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
8,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
9,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
10,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
11,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
12,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
13,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
14,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
15,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
16,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
17,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
18,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
19,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
20,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
21,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
22,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
23,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
24,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
25,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
26,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
27,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
28,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
29,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
30,711211.6403099775,389697412.4831976,62141722.58598499,0.0,0.0,0.874964498721954,pvalloc_29nbfs_30y5_max_1hll_sCs6p4
1,0.0,474759173.3817035,7242771.888044066,11524.40530674259,546.0,0.03876739562624255,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
2,0.0,465602556.8591051,11005257.561260954,12818.19047557179,823.0,0.09720249928997444,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
3,0.0,455331227.4352343,15424579.311732873,15554.642077993663,1212.0,0.18325759727350185,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
4,11.499664186357904,443532639.71119374,21464133.095408183,18339.108612285298,1685.0,0.30289690428855437,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
5,11.499664186357904,430775039.70716304,29675692.31389701,21134.686110306615,2263.0,0.4635756887247941,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
6,19145.11244908093,416811832.1682892,39742526.35727853,23963.607218331625,2890.0,0.6687730758307299,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
7,362011.4392271059,401973629.11687666,51749286.02815005,22903.875327029415,3124.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
8,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
9,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
10,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
11,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
12,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
13,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
14,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
15,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
16,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
17,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
18,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
19,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
20,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
21,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
22,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
23,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
24,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
25,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
26,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
27,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
28,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
29,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
30,986002.9063672952,388677646.48363537,63076607.74066224,0.0,0.0,0.8905850610621983,pvalloc_29nbfs_30y5_max_1hll_sCs6p6
1,0.0,474741336.93533176,7258679.083723501,11522.430621396385,552.0,0.03919341096279466,pvalloc_29nbfs_30y5_max_1hll_sCs6p8
2,0.0,465626466.13962007,11024187.282767238,12806.003060863173,819.0,0.09734450440215847,pvalloc_29nbfs_30y5_max_1hll_sCs6p8
3,0.0,455377647.5394969,15429795.938535366,15558.927553661679,1226.0,0.18439363817097415,pvalloc_29nbfs_30y5_max_1hll_sCs6p8
4,0.0,443539140.1729088,21531394.607187975,18330.950366352736,1700.0,0.30509798352740697,pvalloc_29nbfs_30y5_max_1hll_sCs6p8
5,6542.292919333131,430869235.2302009,29772692.16142978,21137.99662432809,2260.0,0.4655637602953706,pvalloc_29nbfs_30y5_max_1hll_sCs6p8
6,17678.404994185017,416935293.8439008,39765698.155774936,23969.108304127818,2871.0,0.6694120988355581,pvalloc_29nbfs_30y5_max_1hll_sCs6p8
7,349485.20929920557,402045466.74376714,51718253.38023749,22943.23435865448,3113.0,0.8904430559500142,pvalloc_29nbfs_30y5_max_1hll_sCs6p8
8,973760.7821060994,388655610.0027665,63086979.293690585,0.0,0.0,0.8904430559500142,pvalloc_29nbfs_30y5_max_1hll_sCs6p8
9,973760.7821060994,388655610.0027665,63086979.293690585,0.0,0.0,0.8904430559500142,pvalloc_29nbfs_30y5_max_1hll_sCs6p8
10,973760.7821060994,388655610.0027665,63086979.293690585,0.0,0.0,0.8904430559500142,pvalloc_29nbfs_30y5_max_1hll_sCs6p8
11,973760.7821060994,388655610.0027665,63086979.293690585,0.0,0.0,0.8904430559500142,pvalloc_29nbfs_30y5_max_1hll_sCs6p8
12,973760.7821060994,388655610.0027665,63086979.293690585,0.0,0.0,0.8904430559500142,pvalloc_29nbfs_30y5_max_1hll_sCs6p8
13,973760.7821060994,388655610.0027665,63086979.293690585,0.0,0.0,0.8904430559500142,pvalloc_29nbfs_30y5_max_1hll_sCs6p8
14,973760.7821060994,388655610.0027665,63086979.293690585,0.0,0.0,0.8904430559500142,pvalloc_29nbfs_30y5_max_1hll_sCs6p8
15,973760.7821060994,388655610.0027665,63086979.293690585,0.0,0.0,0.8904430559500142,pvalloc_29nbfs_30y5_max_1hll_sCs6p8
